,songs_names,songs_ids,artists_names,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
6138,Courage to Change,2MbgQKWhoii8bqsMBWWWgA,Sia,0.307,0.606,11,-5.567,0,0.0347,0.0927,0,0.357,0.11,78.828
6139,Tattoos Together,0ycFQvBTfuo1LCdG0HhszL,Lauv,0.862,0.4,4,-7.486,1,0.0736,0.00575,7.49E-06,0.123,0.596,122.963
6140,Electric Love,2GiJYvgVaD2HtM8GqD9EgQ,BØRNS,0.611,0.797,6,-7.627,0,0.0533,0.00543,0.00137,0.26,0.518,120.041
6141,Catching Feelings (feat. Six60),02VHspkXhhH1QCInRWWIfr,"Drax Project,SIX60",0.397,0.524,3,-5.846,1,0.103,0.607,0,0.157,0.343,175.562
6142,Blueberry Eyes (feat. SUGA of BTS),5dn6QANKbf76pANGjMBida,"MAX,SUGA",0.746,0.611,0,-7.034,0,0.101,0.454,0.000922,0.133,0.411,149.967
6143,Let's Fall in Love for the Night,7kQkmyoHCEqwe7QwDbkSXM,FINNEAS,0.737,0.408,5,-7.941,1,0.104,0.802,0,0.171,0.374,127.921
6144,Be Kind (with Halsey),3Z8FwOEN59mRMxDCtb8N0A,"Marshmello,Halsey",0.63,0.633,4,-7.088,1,0.0457,0.00776,0,0.0541,0.452,93.995
6145,Lasting Lover,0DmAvNCAK08oCi7miSZUIY,"Sigala,James Arthur",0.676,0.786,1,-4.529,1,0.0478,0.197,0,0.0943,0.483,125.983
6146,Save Your Tears,5QO79kh1waicV47BqGRL3g,The Weeknd,0.68,0.826,0,-5.487,1,0.0309,0.0212,1.24E-05,0.543,0.644,118.051
6147,SUPERBLOOM,2HvtedoEeymVWrBPyAMNwZ,MisterWives,0.558,0.889,8,-3.945,1,0.102,0.191,0.000387,0.328,0.716,170.102
6148,Nobody,2qfEcCkEo5NscA9GL7ER72,"Martin Jensen,James Arthur",0.673,0.687,6,-5.295,0,0.0623,0.269,0,0.181,0.524,96.964
6149,Head & Heart (feat. MNEK),6cx06DFPPHchuUAcTxznu9,"Joel Corry,MNEK",0.734,0.874,8,-3.158,1,0.0662,0.168,1.14E-05,0.0489,0.905,122.953
6150,Holy (feat. Chance The Rapper),5u1n1kITHCxxp8twBcZxWy,"Justin Bieber,Chance the Rapper",0.673,0.704,6,-8.056,1,0.36,0.196,0,0.0898,0.372,86.919
6151,Wherever You Are,1b3nlcP6hogIzYRVK2Ui7K,Kodaline,0.514,0.612,4,-5.981,1,0.0298,0.142,0,0.0868,0.342,125.99
6152,Bang!,53BHUFdQphHiZUUG3nx9zn,AJR,0.74,0.516,1,-6.233,0,0.0507,0.0183,0,0.0558,0.698,139.918
6153,Up All Night,1mpD5Q8IM32I4bF6eCpU74,Khalid,0.665,0.712,1,-7.536,1,0.0527,0.00103,0.00342,0.102,0.669,93.989
6154,Wild (feat. Gary Clark Jr.),4rVW6XqAsSaf5vOwc8FREW,"John Legend,Gary Clark Jr.",0.557,0.585,8,-6.201,1,0.0431,0.036,0,0.176,0.305,63.392
6155,Adore You,3jjujdWJ72nww5eGnfs2E7,Harry Styles,0.676,0.771,8,-3.675,1,0.0483,0.0237,7.00E-06,0.102,0.569,99.048
6156,In Your Eyes (feat. Kenny G) - Remix,1SySkCqhEG6Z68o2n07Bsr,"The Weeknd,Kenny G",0.606,0.786,7,-3.854,0,0.0366,0.00229,9.46E-05,0.0725,0.525,99.969
6157,Be Like That - feat. Swae Lee & Khalid,5f1joOtoMeyppIcJGZQvqJ,"Kane Brown,Swae Lee,Khalid",0.727,0.626,7,-8.415,1,0.0726,0.0469,2.58E-05,0.126,0.322,86.97
6158,Daisies,4uqh9bualXNHXXwO2wPorc,Katy Perry,0.639,0.546,1,-5.382,1,0.0407,0.0837,0,0.122,0.149,122.179
6159,Treehouse (feat. Shotty Horroh),6S1IgeHxxOT9qVWnmsdGxe,"James Arthur,Ty Dolla $ign,SHOTTY HORROH",0.691,0.733,6,-5.02,1,0.0368,0.184,0,0.341,0.797,153.976
6160,Lose Somebody,7xbWAw3LMgRMn4omR5yVn3,"Kygo,OneRepublic",0.58,0.586,1,-6.883,1,0.0357,0.344,0,0.0755,0.507,147.988
6161,I Found You,7jaDLcrbilPxoH4mIcYyB3,Andy Grammer,0.728,0.701,1,-6.58,1,0.0406,0.0945,2.08E-05,0.181,0.413,137.97
6162,Dandelion,4NexTaCZZ7Ehnf03A6SVjt,"Galantis,JVKE",0.8,0.66,0,-4.903,1,0.158,0.158,0.02,0.14,0.634,117.923
6163,Honeypie,6JqYhSdTE4WbQrMXxPH5cD,JAWNY,0.742,0.678,5,-4.605,0,0.192,0.0698,0,0.151,0.927,115.05
6164,Magic In The Hamptons (feat. Lil Yachty),2Yer0p7uB2lVBUAtANuuQp,"Social House,Lil Yachty",0.769,0.479,1,-5.339,1,0.0385,0.66,0,0.0914,0.803,96.051
6165,This Will Be (An Everlasting Love),241RmK77gecJ1y7jOoQ5lu,Natalie Cole,0.682,0.605,8,-10.771,1,0.0403,0.185,0.00326,0.0469,0.914,125.96
6166,Lovely Day,6Pi1WqBTTSjtl6BWHQSccH,Bill Withers,0.702,0.658,9,-7.835,1,0.0332,0.179,0.000636,0.1,0.736,97.851
6167,(Your Love Keeps Lifting Me) Higher & Higher,4TBBPZks71c60whhq0PgdP,Jackie Wilson,0.631,0.69,2,-6.676,1,0.0531,0.176,0,0.121,0.938,94.574
6168,For Once In My Life,4kP69y3GKHi9tXckfgp4bK,Stevie Wonder,0.524,0.519,6,-11.903,1,0.043,0.195,0,0.523,0.847,110.121
6169,How Sweet It Is (To Be Loved By You),16ZNz0wXDJERo4zquNPw7x,Jr. Walker & The All Stars,0.575,0.731,1,-7.876,1,0.168,0.0114,3.97E-06,0.351,0.694,125.44
6170,Are You Ready to Love Me?,7gyDV6Y7GmHqQS4KnzI5Zk,The War and Treaty,0.533,0.776,8,-7.092,1,0.0847,0.151,8.65E-05,0.13,0.697,90.061
6171,I Say a Little Prayer,3NfxSdJnVdon1axzloJgba,Aretha Franklin,0.592,0.355,9,-14.051,1,0.0352,0.478,0,0.0585,0.499,133.032
6172,Come On In,0rN1OjmFyAPQmLOloqUBMs,Lady Wray,0.653,0.445,5,-8.749,0,0.0248,0.165,0.0167,0.128,0.688,80.725
6173,"I Can't Help Myself (Sugar Pie, Honey Bunch)",6fuvYxKEvU4inG8eTB2nYi,Four Tops,0.692,0.633,0,-7.733,1,0.0291,0.197,0,0.0929,0.965,126.812
6174,"Signed, Sealed, Delivered (I'm Yours)",2jg4Yc8071puvDRYi22B3a,Stevie Wonder,0.646,0.784,5,-6.137,1,0.0334,0.00495,0,0.061,0.819,108.84
6175,Last One Standing,22n3sLGqLcaYKiVniC1ZOT,Monophonics,0.588,0.576,6,-6.945,0,0.0367,0.217,0.0354,0.172,0.661,129.157
6176,I Don't Wanna Lie,6CgsttSWDA2sISZQp1upXK,Yola,0.562,0.821,5,-5.082,1,0.0277,0.3,0,0.519,0.893,105.512
6177,You Can't Hurry Love,69Qa7czzqraPWZgxpQN405,The Supremes,0.617,0.81,10,-6.513,1,0.0798,0.762,0,0.134,0.65,97.389
6178,(You Make Me Feel Like) A Natural Woman,5K09WxKdlkroDyEVyOSySy,Aretha Franklin,0.603,0.271,5,-10.083,1,0.0284,0.679,0,0.141,0.405,110.89
6179,Easy,3Qe0dJkQXx7jJWXRxuVqJ0,Commodores,0.577,0.481,10,-10.581,0,0.03,0.204,0.00229,0.317,0.311,132.159
6180,Midnight Train to Georgia,7MF7QAodbGzNYav5ZfIhAY,Gladys Knight & The Pips,0.595,0.379,10,-12.058,0,0.0454,0.271,2.81E-05,0.1,0.448,92.006
6181,I Can See Clearly Now - Edit,0DcrhZ12WcCqruCs8ibXSf,Johnny Nash,0.681,0.373,2,-13.2,1,0.0568,0.633,0.00113,0.0751,0.623,123.423
6182,Regenerate,0MIq5zqSNk6XH4BoinuakO,Lee Fields & The Expressions,0.765,0.497,1,-6.851,0,0.0483,0.766,0.151,0.122,0.509,86.183
6183,I Get The Sweetest Feeling,7F1eoVZd2ySSJ70iP3PN1m,Jackie Wilson,0.684,0.482,5,-9.234,1,0.0371,0.778,0.000351,0.148,0.749,123.532
6184,Be My Baby,2G2YzndIA6jeWFPBXhUjh5,The Ronettes,0.511,0.769,4,-7.032,1,0.042,0.181,0,0.0921,0.818,129.657
6185,Good To You,7t7VTdIZS01AfR2w2SHb17,Jonny P,0.789,0.38,1,-10.662,1,0.0362,0.358,0.0207,0.0928,0.702,92.028
6186,You Send Me - Remastered,2QW3aWIzjEDdHFPZFvOlXX,Sam Cooke,0.565,0.286,4,-10.871,0,0.0289,0.883,0,0.178,0.487,95.964
6187,Ain't No Mountain High Enough - Stereo Version,28wGX1hoLCRbBZbEqITvE3,"Marvin Gaye,Tammi Terrell",0.677,0.693,11,-7.561,0,0.0343,0.437,0,0.405,0.755,130.013
6188,Build Me Up Buttercup,3XcuLPQb1LG13ZJEEa6wUI,The Foundations,0.657,0.423,0,-10.465,1,0.0308,0.361,0,0.31,0.842,133.612
6189,Black Heart (feat. The Dap-Kings),5joZkgTCteYR5SWvSesUSQ,"Stealth,The Dap-Kings",0.852,0.76,1,-4.026,1,0.0849,0.0539,3.08E-05,0.151,0.584,121.672
6190,Take Me to the River,62r1CS9zL1FL5Ilb7hLX7n,Al Green,0.786,0.418,9,-11.115,1,0.0432,0.218,0.000158,0.134,0.94,119.101
6191,Heatwave,1RXJTpVnQC7n5yu6QS9AjX,Martha Reeves & The Vandellas,0.456,0.645,5,-9.851,0,0.0377,0.397,0.00563,0.553,0.886,165.853
6192,Sir Duke,4RQgqR09VmHn345vRhKQ6T,Stevie Wonder,0.576,0.579,6,-9.628,1,0.0769,0.16,0,0.0777,0.947,106.978
6193,Twistin' the Night Away,7FS541dJh3iQAEXEZoDhE6,Sam Cooke,0.458,0.801,9,-7.83,1,0.0565,0.691,0,0.328,0.93,160.547
6194,Sure Don't Miss You,4k6WZXbHUFEZR02X9FhOuT,The Dip,0.664,0.586,4,-7.985,0,0.0283,0.334,2.96E-06,0.16,0.727,102.991
6195,(Sittin' On) the Dock of the Bay,3zBhihYUHBmGd2bcQIobrF,Otis Redding,0.769,0.367,2,-11.226,1,0.0312,0.684,1.62E-05,0.081,0.535,103.621
6196,Rescue Me,5Gird0FlC1rfCDujzz0C4N,Fontella Bass,0.677,0.546,7,-9.7,1,0.0321,0.666,1.47E-05,0.113,0.956,122.732
6197,Baby (You've Got What It Takes),2m3qhWMiEjqgkfslIRf4pg,"Dinah Washington,Brook Benton",0.673,0.598,3,-9.232,1,0.0687,0.85,0.00147,0.652,0.802,133.383
6198,This Old Heart Of Mine (Is Weak For You) - Single Version / Mono,0CPwNXw5qD9588d86nropo,The Isley Brothers,0.541,0.649,5,-7.579,1,0.0362,0.348,0,0.147,0.905,65.383
6199,Love Again,4oP1iFJ5GSxeMMHofCg4ae,RuthAnne,0.58,0.424,8,-6.366,1,0.0714,0.624,0,0.103,0.478,92.291
6200,Dancing In The Street - Stereo,5wJcMwXuy1x6EatowWOxha,Martha Reeves & The Vandellas,0.601,0.828,11,-5.268,0,0.0453,0.108,2.35E-06,0.106,0.618,125.945
6201,My Girl,6jWkZvd1URGktyTTwcpPpB,The Temptations,0.579,0.419,0,-10.72,1,0.0346,0.625,0,0.0981,0.673,104.564
6202,I'll Take You There,5YLnfy7R2kueN0BRPkjiEG,The Staple Singers,0.846,0.595,0,-8.372,1,0.0439,0.0904,1.96E-06,0.063,0.78,101.632
6203,(What A) Wonderful World,2g2GkH3vZHk4lWzBjgQ6nY,Sam Cooke,0.691,0.507,11,-10.23,1,0.0343,0.627,0,0.457,0.885,128.518
6204,Son of a Preacher Man,4uCbetXW9LStYPUjCpBVp9,Aretha Franklin,0.474,0.473,2,-11.454,1,0.0601,0.545,1.25E-06,0.0356,0.561,77.583
6205,In Love (Don't Mess Things Up),3jrPIWpTMWlh4qIiDAhfPS,Lady Wray,0.758,0.364,9,-7.491,0,0.0549,0.623,5.87E-06,0.138,0.533,95.619
6206,How Long Do I Have to Wait for You?,113bLFbp3F9MVN0w2KJ1ma,Sharon Jones & The Dap-Kings,0.674,0.909,10,-3.369,0,0.0464,0.469,0.0131,0.105,0.969,103.942
6207,My Guy,7rUPIW0pQoshbOtysdlWX2,Mary Wells,0.699,0.574,10,-6.96,1,0.0519,0.715,0,0.173,0.912,126.56
6208,Coming Home,5EA06TsQmqmQXZiEhr1AaM,Leon Bridges,0.427,0.465,6,-6.595,1,0.0291,0.461,5.52E-05,0.154,0.458,112.137
6209,Everyday People,7lL2lMWNtzOcf5HnEudNgn,Sly & The Family Stone,0.813,0.619,7,-8.203,1,0.0294,0.245,0.0151,0.113,0.774,114.58
6210,Respect - 2003 Remaster,5AoTuHE5P5bvC7BBppYnja,Aretha Franklin,0.744,0.611,0,-6.386,1,0.0333,0.0723,0.000532,0.0692,0.961,114.991
6211,It's A Shame,6cpNEgirhi0QmLDA2cVSHO,The Spinners,0.411,0.788,8,-10.197,0,0.109,0.0952,0,0.175,0.612,198.435
6212,Bring It On Home to Me,0WVTQp3SOCuMr08jh1jweV,Sam Cooke,0.523,0.402,0,-8.233,1,0.0305,0.778,0,0.432,0.675,70.863
6213,Ain't No Sunshine,1k1Bqnv2R0uJXQN4u6LKYt,Bill Withers,0.527,0.415,4,-11.451,0,0.122,0.457,1.72E-05,0.117,0.515,78.169
6214,It Takes Two,4wQD0djo6Id4fQLQeRKQ6e,"Marvin Gaye,Kim Weston",0.519,0.493,3,-10.962,1,0.0528,0.206,0,0.0754,0.831,151.269
6215,One Fine Day,6vcG9EgeqJUSmmF65lxUm6,The Chiffons,0.251,0.868,1,-2.685,1,0.128,0.488,7.34E-06,0.814,0.599,177.13
6216,Hard to Handle,3AW8RH8wosGLxd6ZojTGBe,Otis Redding,0.666,0.549,10,-8.672,1,0.0616,0.573,1.84E-06,0.122,0.961,95.552
6217,Uptight (Everything's Alright),6AEaiHXFPOncWxkoKmb5dB,Stevie Wonder,0.589,0.721,5,-5.8,0,0.0287,0.0838,0,0.127,0.843,134.208
6218,Then He Kissed Me,5usNPz6U1acDrkUYekGYDY,The Crystals,0.44,0.682,4,-7.416,1,0.0373,0.681,3.33E-05,0.207,0.626,135.917
6219,Baby Love,7yrhYiObdVbdo1XDUg8VdD,The Supremes,0.579,0.637,0,-6.201,1,0.0289,0.35,0,0.0905,0.719,135.28
6220,River Deep - Mountain High,19jo0UT2vqD4pNVfIqTy4R,Ike & Tina Turner,0.621,0.972,8,-3.791,1,0.0724,0.472,0.000585,0.195,0.866,155.113
6221,Let's Stay Together,7kWhdmRYv8CqbWNqfojqVd,Al Green,0.746,0.273,5,-16.63,1,0.0573,0.606,0.0168,0.0526,0.502,101.952
6222,It's Only A Paper Moon,5CMw1IWB7JOpUY9nk54n1K,"Ella Fitzgerald,The Delta Rhythm Boys",0.732,0.138,10,-14.28,1,0.0431,0.958,0,0.107,0.634,118.44
6223,"Hallelujah, I Love Her So",5P11rW6aJErF37MTfRZS31,Ray Charles,0.696,0.547,5,-5.954,0,0.169,0.792,0,0.155,0.623,73.203
6224,Love Train,28285KFbyCq8sJofn58qlD,The O'Jays,0.744,0.568,0,-9.629,1,0.0494,0.186,1.18E-05,0.163,0.687,122.657
6225,Wake Up Everybody (feat. Teddy Pendergrass),2NMbpeb1VI7GyeJQMJZF2I,"Harold Melvin & The Blue Notes,Teddy Pendergrass",0.577,0.646,6,-8.126,1,0.0696,0.402,0,0.228,0.659,97.814
6226,Blessed with the Best,4F68WqrshWc5aWyJGCumd2,Lee Fields & The Expressions,0.591,0.653,1,-4.708,1,0.0499,0.303,0.000741,0.0709,0.904,161.726
6227,Come See About Me,5QXAMj4GVRUPOQVUNJjLJl,The Supremes,0.739,0.626,7,-7.666,1,0.0389,0.658,0,0.14,0.812,126.388
6228,Under the Boardwalk,65jrjEhWfAvysKfnojk1i0,The Drifters,0.747,0.226,7,-13.635,1,0.0415,0.908,0.000168,0.107,0.778,123.789
6229,Do You Love Me,41FRsZNXpsBkJ46BxyC20m,The Contours,0.597,0.71,5,-9.798,1,0.0378,0.611,0,0.104,0.763,150.13
6230,Son of a Preacher Man,7odHgoLFi3GQ90E9PeraI3,Dusty Springfield,0.401,0.498,4,-10.682,1,0.0757,0.394,0,0.13,0.816,181.701
6231,Think,0jkBzn7J5jc889TYxwvXy6,Aretha Franklin,0.69,0.75,6,-6.449,1,0.0442,0.374,0,0.603,0.905,110.102
6232,Something's Got A Hold On Me - Single Version,4T43c9I2dDyrrlds7qqS2N,Etta James,0.474,0.558,1,-6.3,1,0.132,0.771,0,0.839,0.619,151.221
6233,Need Your Love,3zYQ1KXzqBWRsxIqdVMoYF,Curtis Harding,0.713,0.8,7,-5.938,0,0.0349,0.0491,7.96E-05,0.0921,0.814,139.942
6234,Love That Girl,4ZKGarvWsSOruOaw40cFNz,Raphael Saadiq,0.71,0.674,1,-5.393,1,0.0352,0.0136,1.73E-05,0.0366,0.7,124.033
6235,Soul Connection,0ZZbKNLGRNHs93FhNebPFH,"Diplomats of Solid Sound,The Diplomettes",0.654,0.627,2,-6.137,1,0.0298,0.104,3.18E-05,0.143,0.817,109.057
6236,Stand by Me,1aj4GXfmEYXfdVZohCpNKu,Otis Redding,0.883,0.464,10,-11.251,1,0.0591,0.279,1.51E-05,0.0744,0.925,111.548
6237,Mr. Big Stuff,2Bls0igCm79XQQ95IoUbhq,Jean Knight,0.886,0.491,8,-12.589,1,0.171,0.29,2.46E-06,0.229,0.971,93.236
6238,Sweet Soul Music,0pvA063uNyGQFp7DNtmk0P,Arthur Conley,0.59,0.659,5,-9.669,1,0.0697,0.104,6.56E-06,0.356,0.965,80.201
6239,Family Affair,1XvCs8az0V297Ex0I9VAPu,Sly Stone,0.748,0.719,2,-11.172,0,0.0421,0.362,0.139,0.114,0.737,107.962
6240,The Oogum Boogum Song,7fp41IDi1dqARoX0Nuvz5O,Brenton Wood,0.885,0.64,7,-5.305,1,0.0431,0.765,0,0.247,0.851,112.658
6241,I Heard It Through The Grapevine,27m1soUndRthrAA1ediOXn,Marvin Gaye,0.729,0.324,8,-13.017,0,0.0393,0.195,0,0.101,0.679,116.855
6242,Make Me Yours,3axZhjWYerBhaovH5MlkTZ,Bettye Swann,0.711,0.492,3,-8.119,1,0.0325,0.454,1.45E-05,0.126,0.868,107.917
6243,I'll Be Around,2vLaES21zwbX1Rnmj56Bbb,The Spinners,0.593,0.791,8,-8.698,0,0.068,0.175,0,0.0976,0.63,112.295
6244,It's The Same Old Song - Single Version / Mono,1h4rkW5vlG8JnvEUeIBoXl,Four Tops,0.705,0.849,2,-3.597,0,0.0314,0.0935,0,0.0384,0.993,126.275
6245,My Girl,5zQyqgNXKzhifkivumzxDS,Otis Redding,0.74,0.322,0,-9.26,1,0.0399,0.551,0.000763,0.17,0.629,102.889
6246,Stop! In The Name Of Love,1xkLLbpo3y4KNy64EFVB9C,The Supremes,0.603,0.633,0,-5.832,1,0.0287,0.799,0,0.115,0.504,115.884
6247,I Want You Back,3tSi6iFO9yLGIYIqMEgjC9,The Jackson 5,0.67,0.584,8,-8.325,1,0.034,0.439,0.00614,0.178,0.944,98.185
6248,I Can't Stand The Rain,5RxZ2t9Pujgw4a8n1SBVkZ,Ann Peebles,0.727,0.387,1,-12.333,1,0.0412,0.253,0.0102,0.0625,0.966,160.392
6249,Mama Said - Rerecorded Version,5rrXkymfQdhNBgBZ3BUVbB,The Shirelles,0.762,0.528,8,-6.789,0,0.0335,0.0573,0,0.281,0.933,140.403
6250,Smooth Sailin',3JbqwFY5q0ORO3siv5zL3A,Leon Bridges,0.641,0.721,11,-6.788,0,0.0451,0.413,7.15E-06,0.246,0.753,67.055
6251,You Are My Heart,6hfKln1Jm1WCN6ozSQZGyN,Rex Williams,0.664,0.681,7,-7.458,1,0.0366,0.481,0.0232,0.225,0.604,97.501
6252,Everybody Needs Somebody to Love,4NL8D4RQsC6ux6eI3m3Lg5,Solomon Burke,0.629,0.543,8,-9.185,1,0.045,0.145,0,0.116,0.858,75.519
6253,Pelvis Pusher,6bo1ykqKEAYsdwVtR1ze8x,Vintage Trouble,0.544,0.842,0,-4.634,1,0.115,0.0528,0,0.0946,0.714,169.406
6254,The Love I Lost (feat. Teddy Pendergrass),2sRlynMtS89ewDIh44qgVu,"Harold Melvin & The Blue Notes,Teddy Pendergrass",0.681,0.744,2,-8.718,1,0.0567,0.28,0,0.0762,0.729,123.277
6255,Call Me,0W5qBuHbbBfCzszFxrQWMc,St. Paul & The Broken Bones,0.573,0.786,7,-4.354,1,0.0353,0.0625,0.211,0.117,0.61,110.289
6256,Tired of Being Alone,10vkYRKw6Jjr7try1ir50G,Al Green,0.772,0.397,7,-8.585,1,0.0391,0.339,0.00541,0.0753,0.617,97.964
6257,Jimmy Mack,7N3UAu6FkwdBg9J7OONBBP,Martha Reeves & The Vandellas,0.701,0.517,2,-7.951,1,0.0357,0.765,0,0.385,0.688,127.401
6258,Don’t You Know,242UAWExQDujCkiQtLQvcu,Durand Jones & The Indications,0.68,0.658,4,-4.186,0,0.0339,0.637,4.27E-05,0.107,0.722,96.041
6259,Knock on Wood,3YJx77Xx8JSwEoxqrkQO5c,Eddie Floyd,0.864,0.346,4,-12.918,1,0.0365,0.277,0.00521,0.0514,0.964,105.164
6260,Heaven Must Have Sent You,6cy84k8xqRXe2II7DQ1XVj,The Elgins,0.632,0.569,2,-5.75,0,0.0307,0.123,0.00131,0.145,0.584,139.914
6261,Ain't Nobody,2NVpYQqdraEcQwqT7GhUkh,Chaka Khan,0.8,0.878,1,-7.109,1,0.0434,0.189,0.000104,0.14,0.816,104.282
6262,B-A-B-Y,35w6fQ0Wnuv7aIryRx7gTq,Carla Thomas,0.74,0.301,8,-11.975,1,0.0467,0.428,0,0.0782,0.669,113.61
6263,Groove Me,0gtTfaz5zzbJA28Ypu7k0W,King Floyd,0.913,0.481,11,-8.459,1,0.0998,0.392,7.48E-05,0.0279,0.878,103.62
6264,I Second That Emotion,2f9HNN1AnSoBiW2aObROr3,Smokey Robinson & The Miracles,0.655,0.649,2,-8.092,1,0.0331,0.183,0,0.0969,0.773,95.818
6265,Killer + The Sound,1xuA8vy1KA1cfP5UQ7NYSS,"Phoebe Bridgers,Noah Gundersen,Abby Gundersen",0.397,0.0998,0,-15.431,1,0.0371,0.982,0.00476,0.1,0.105,127.362
6266,Washed Away,00p6D4NaakmWGNR3EUtxtS,Emily Jane White,0.506,0.385,10,-10.133,1,0.0262,0.738,0.00572,0.109,0.161,86.741
6267,"I Love You, But I Need Another Year",5K9cE052Gcrf4yCYPWWS8a,Liza Anne,0.253,0.617,11,-7.118,0,0.0678,0.105,0.00155,0.156,0.288,169.036
6268,Milk & Honey - Alt Version,35ZHHlrMKr7CijbD239b0g,Billie Marten,0.318,0.193,11,-14.794,0,0.0573,0.949,0.0328,0.095,0.0753,170.414
6269,Sirens,31fhJR9Lop1IScpn1B86k6,Fleurie,0.255,0.479,7,-9.643,1,0.031,0.416,0.579,0.103,0.0609,136.827
6270,Sleeper,6AohzKCNCm2aVmqRFS6mIb,whenyoung,0.526,0.244,9,-11.706,0,0.0255,0.726,9.58E-06,0.12,0.142,82.105
6271,Bohemia,7AjdSYX4mOZbm721s7v3CR,Mt. Wolf,0.0674,0.382,0,-10.525,1,0.039,0.369,0.88,0.0895,0.0368,74.661
6272,Hold On,5lXbZUPAC0ZPJ2zHRXGEIs,Brooke Annibale,0.284,0.446,8,-11.035,0,0.0341,0.162,0.0749,0.166,0.148,117.387
6273,Nocturne,1rAoMvrhI0Ozalbow7Lu6F,Blanco White,0.48,0.303,2,-13.189,0,0.0302,0.949,0.196,0.155,0.192,127.017
6274,"Loving, Loving",1QIzSLVBQA2GBrF2IDBSPK,Vera Sola,0.395,0.324,11,-12.52,0,0.0406,0.865,0.0725,0.105,0.0565,120.968
6275,The Fold,660D1KONP5QoayR5MUGGcK,Wickerbird,0.311,0.345,0,-13.81,0,0.0357,0.873,0.919,0.109,0.0769,113.831
6276,"I'm Tired, You're Lonely",3eOowx1zDomY1YC1UDKDKn,Liza Anne,0.423,0.185,5,-9.339,1,0.0311,0.927,8.73E-06,0.359,0.16,77.374
6277,Through a Glass (Quartet Version),5WtvoPeSpp6pIp9bG6arVS,Henry Jamison,0.244,0.263,3,-9.099,1,0.0359,0.837,0.00521,0.114,0.24,79.413
6278,The Swimmer (To Be an Old Man),7LEGwwvRtilCPvNrHxxRGw,Rose Cousins,0.354,0.262,2,-11.762,0,0.0282,0.91,0.00315,0.121,0.177,87.72
6279,Garden Song,5uQRmdIqyMmKPWJcot4UmV,Phoebe Bridgers,0.528,0.273,0,-16.623,1,0.132,0.864,0.00617,0.111,0.158,98.311
6280,Toronto,1MsL6JYYuh9CCxD53zbrfV,Tusks,0.332,0.536,6,-9.353,1,0.0385,0.46,0.513,0.139,0.255,174.639
6281,"Strange Times, Dark Days",7Dy7ikvNNfEZZnKwUGpcKJ,Isla June,0.57,0.446,4,-7.696,0,0.0307,0.378,4.20E-06,0.176,0.283,133.922
6282,Vessel,4wGGWZHX1RXAkJLngvOKrR,Dry the River,0.256,0.396,6,-7.915,1,0.0327,0.407,0.00932,0.127,0.132,125.345
6283,I'm Not Asking,5iD3oYhBjvUQq5neIO6ZFj,Odina,0.28,0.302,9,-9.68,0,0.0297,0.856,0.0295,0.104,0.107,155.032
6284,Dream State...,6tp18AVA4FEjFTYaSD8exB,Lucy Dacus,0.295,0.278,7,-9.867,1,0.0288,0.113,0.469,0.127,0.109,84.137
6285,Coming of Age (demo),03HonCy9ZfHnYmc7NzFTLN,Maddie Medley,0.465,0.302,10,-6.394,0,0.027,0.789,0,0.0856,0.0827,80.344
6286,The Groundskeeper,36CxmmDpZdUJqIyo5NTyfw,David Keenan,0.43,0.365,7,-7.848,1,0.0326,0.824,0.000158,0.155,0.186,103.074
6287,The War,1fNMNJqWaPxUHFpZ0Zl3UA,SYML,0.246,0.19,9,-12.596,0,0.0376,0.586,0.000877,0.0568,0.0393,126.653
6288,Hands,7cVNpJG6phyW7jF8GOswiY,Emily Jane White,0.489,0.395,9,-13.059,0,0.0265,0.512,0.881,0.118,0.196,135.02
6289,Bell Under Water,1TdEe9o0xaL0nZc07kpRc2,Lotte Kestner,0.561,0.174,7,-15.99,0,0.0313,0.939,0.874,0.12,0.16,99.055
6290,Sausalito,3l2wMTBa64PBV7aCPwYkEf,Lydia Luce,0.347,0.183,2,-11.149,1,0.0338,0.826,2.94E-05,0.126,0.24,149.681
6291,Why'd You Make Me Cry,24ggYI2cbBWWMfZzyxBGGg,Odina,0.282,0.297,2,-10.826,0,0.035,0.937,0.545,0.129,0.0619,84.099
6292,Smile,33Ya9pdh5KEpbaG1Q8D3eh,William Crighton,0.321,0.58,1,-9.937,1,0.0341,0.0602,0.146,0.253,0.329,113.791
6293,Night Shift,3ONaqCb780ATQB9j3vSoi2,Lucy Dacus,0.48,0.31,9,-7.887,1,0.0258,0.312,1.47E-05,0.113,0.16,86.149
6294,Stars,7sqMo5ZnWfr1IdGoiwzm9Y,Sam Airey,0.474,0.0704,2,-16.922,0,0.0438,0.902,0.00116,0.117,0.106,118.577
6295,Never Want To Be In Love,1KE6EibRsVW9ld2PrTGfnd,Savannah Conley,0.321,0.749,4,-6.223,1,0.0385,0.0794,0.123,0.25,0.214,170.113
6296,I'll Be Gone,7ejUNmLIkfpdVe3gySTdPN,The Milk Carton Kids,0.593,0.447,7,-10.497,0,0.0325,0.862,8.78E-05,0.116,0.194,114.233
6297,Sane,7zTNJo2Li25pRvbRqtmBJY,Fear of Men,0.437,0.268,0,-14.363,1,0.0362,0.707,0.132,0.107,0.0395,148.051
